documents,label
"I can't find any subscriptions on the account to justify the debit to her account and yet if I don't lock her Spriggy card all the time $7 something regularly leaves her bank account like once a week!
",0
"I know for a fact it is not my 12 year old spending the money because she has been in the room with me when the money is taken 😡.
",0
"I am getting really angry with the situation.
",0
"I wish there was a way to make it stop but I don't know how without there being some kind of obvious subscription to cancel or something 😡.
",6
"Their game is not very secure and they are thieves.
",9
"I wouldn't recommend putting your bank details in this game but I wouldn't play it at all because there is either hidden fees you can't cancel or something else dodgy going on.
",5
"Now I have the inconvenience of having to lock my daughter's Spriggy card unless she is checking out and sometimes I am WORKING and she wants to buy food or something and I don't get her messages to unlock the card.
",0
"I wish they'd just stop stealing from her all the time.
",0
"I can't handle it!
",2
"😩 I wouldn't let your kids start playing in the first place if it is a hacker then the game is not very secure from being hacked and your details are not safe.
",7
"Seriously I wish she never started playing because this is too much drama for me and I don't know enough to resolve the situation 😢.
",6
"They should have better security measures at the least at most if it's not hacked which I think is the case then it should be shut down because they steal from kid's and do not make charges clear or easy to cancel
",6
"My son (5) who I was watching was kicked from a game (Elemental Battle Tycoon) and the creator left a vulgar racist message as a reason why.
",0
"I reported and reached out to Roblox and they all but dismissed it.
",5
"The message I got was ""Fu*k you for being a bl**k"".
",0
"I have a long email chain asking for some resolution and I keep getting copy and paste responses.
",9
"Seems as if having racists on their platform is ok.
",4
"The fact that Roblox allows games that perpetuate racial stereotypes is disrespectful and a slap in the face to parents.
",4
"The staff also allows users to create antisemitic imagery, yet users get banned for asking a question.
",1
"The one word I have for the Roblox staff, hypocrites.
",1
"There are certain games I do not allow  my youngest child to play that have to much blood/gore/death in them.
",5
"My only complaint is that the Robux my kids keep asking for are VERY expansive.
",4
"Im talking five bucks for five hundred fake dollars.
",6
"Scammers, refused to refund me on a broken gamepass despite evidence.
",0
"There is sex references and gore, nudity and death!
",8
"when i join a game it automaticly disconnects me when my wi-fi is perfectly fine, please fix this and it also happens on every other account i play on.
",5
"Roblox has too many pedos and smoking and drinking.
",1
"Drains a lot of your battery.
",2
"While Roblox can be fun, make sure to know that there are high amounts of child predators online.
",7
"The biggest problem in the game is Robux, the online currency in the game.
",9
"If you child does this, it is completely accidental, and you should explain to them the value of money before they go on to Roblox again.
",7
"Roblox should be rated 10+ because kids of that age are usually mature enough not to do those types of things.
",3
"You are able to buy horrible assets that can cost THOUSANDS of real life money and resell them, what Roblox doesn't tell you is that they take 30% of Robux that you resell, so children who are thinking they are making a profit by reselling an item for 10 more Robux are in fact making less than what they originally bought it for, you are able to access this market no matter what age and there is no parental option to disable it.
",6
"There is no verification as well.
",6
"Mark and no photo so you cannot even see what you are purchasing.
",3
"This goes against Roblox own TOS as well and all simulator games have this.
",8
"Here is a photo of a Guillotine Tycoon game where a man gets his head decapitated to earn money to upgrade your place, how is this allowed on a kids platform?
",9
"Last point there are horror games that have gore in them and can traumatize children, there is no PARENTAL options to disable access from certain games.
",3
"I played all these games and it's gore and jump scares.
",3
"Realistcally, by law this game should be at least for 16-18 years old and older because a children game should not have a stock market and gambling games that don't even show percentage of winning.
",2
"Stay away from this platform with poor moderation and many hackers.
",2
"Roblox had their data leaked recently that you can find their documents and this is the most vile company I have ever seen that they need to be investigated by the law, but because this is a billionaire company they get away with everything.
",1
"I really love the Roblox game its self but I have a  cuple issues like the fact the a person said that they would ban my acc and that they were a hacker and tried to scam me in a game.
",0
"He said that they would put a virus on my computer and tat I would get banned.
",0
"I did not believe this so I said that was a lie I left the game reset my page and got a WARNING saying that I harassed him when I was the one getting threatened.
",0
"That I would loose my account and that I would have a virus on my computer I reported the ""hacker"" for threatening and exploiting and my friend reported him to and I ended up getting a warning I think this is not fair  that I ended up getting a warning on my laptop.
",0
